Age,Education_num,marital_status,Occupation,Relationship,Sex,capital_gain,capital_loss,hours_per_week,is_US,Workclass_ Local-gov,Workclass_ Never-worked,Workclass_ Private,Workclass_ Self-emp-inc,Workclass_ Self-emp-not-inc,Workclass_ State-gov,Workclass_ Without-pay,Race_ Asian-Pac-Islander,Race_ Black,Race_ Other,Race_ White
43,9,2,1369,0,1,0,0,50,1,False,False,True,False,False,False,False,False,False,False,True
50,9,1,2000,4,0,0,0,44,1,False,False,True,False,False,False,False,False,True,False,False
32,9,2,2000,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
27,9,0,992,3,1,0,0,40,1,True,False,False,False,False,False,False,False,False,False,True
38,9,2,3291,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
62,9,2,2000,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
46,9,1,4065,1,1,0,0,44,1,False,False,True,False,False,False,False,False,False,False,True
19,10,0,927,3,0,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
17,6,0,5979,3,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
21,9,0,2000,4,0,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
36,13,0,3768,1,0,0,0,50,1,False,False,True,False,False,False,False,False,False,False,True
36,8,1,1369,1,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
23,9,0,2000,3,1,0,0,40,0,False,False,True,False,False,False,False,True,False,False,False
58,13,2,5979,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
40,13,2,5979,0,1,0,0,45,1,False,False,True,False,False,False,False,False,False,False,True
64,10,2,4065,5,0,10566,0,35,1,False,False,True,False,False,False,False,False,False,False,True
66,7,2,4094,0,1,0,0,20,1,False,False,True,False,False,False,False,False,False,False,True
42,9,2,3650,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
55,10,1,3768,4,0,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
53,10,2,4065,0,1,0,1977,40,1,False,False,True,False,False,False,False,False,False,False,True
25,9,2,1369,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
39,10,0,927,4,0,0,0,40,1,False,False,True,False,False,False,False,False,True,False,False
20,9,0,3291,3,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
32,9,2,3291,0,1,0,0,54,1,False,False,True,False,False,False,False,False,False,False,True
28,13,0,3650,4,1,0,0,65,1,False,False,True,False,False,False,False,False,False,False,True
23,12,0,4065,3,0,0,0,40,0,False,False,False,False,False,False,False,False,False,False,True
18,9,0,3291,3,1,0,0,25,1,False,False,True,False,False,False,False,False,False,False,True
43,9,2,4065,0,1,0,0,35,1,False,False,False,False,True,False,False,False,False,False,True
29,9,2,4094,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
32,10,2,649,0,1,0,0,46,0,False,False,True,False,False,False,False,False,False,False,True
31,9,1,4094,4,1,0,0,40,1,True,False,False,False,False,False,False,False,False,False,True
60,3,2,4094,0,1,0,0,40,0,False,False,True,False,False,False,False,False,False,False,True
42,10,2,1597,0,1,0,0,50,1,False,False,True,False,False,False,False,False,False,False,True
46,14,2,4065,0,1,0,0,50,1,False,False,True,False,False,False,False,False,False,False,True
38,9,2,4094,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
18,7,0,3291,3,0,0,0,19,1,False,False,True,False,False,False,False,False,False,False,True
31,9,0,3650,3,0,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
54,9,2,3650,0,1,4064,0,55,1,False,False,True,False,False,False,False,False,False,False,True
46,10,2,3650,0,1,0,2042,50,1,False,False,True,False,False,False,False,False,False,False,True
27,9,0,992,3,1,0,0,80,1,False,False,False,False,True,False,False,False,False,False,True
50,13,2,5979,0,1,0,0,45,1,True,False,False,False,False,False,False,False,False,False,True
38,4,2,992,0,1,0,0,56,1,False,False,False,False,True,False,False,False,False,False,True
36,14,0,5979,3,0,0,0,40,1,False,False,False,False,False,True,False,False,False,False,True
25,9,1,3291,1,1,0,0,40,0,False,False,True,False,False,False,False,False,False,False,True
19,9,0,992,3,1,0,0,25,1,False,False,True,False,False,False,False,False,False,False,True
60,10,2,3291,0,1,0,0,60,0,True,False,False,False,False,False,False,True,False,False,False
45,5,0,3291,3,1,0,0,40,1,True,False,False,False,False,False,False,False,False,False,True
21,10,0,927,3,1,0,1602,16,1,False,False,True,False,False,False,False,False,False,False,True
42,9,1,1597,1,1,0,1980,46,1,False,False,True,False,False,False,False,False,False,False,True
38,9,2,4094,0,1,0,0,50,1,False,False,True,False,False,False,False,False,False,False,True
22,10,0,5979,3,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
19,9,0,4065,1,1,0,0,32,1,False,False,True,False,False,False,False,False,True,False,False
23,10,0,3768,3,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
24,10,0,1369,3,0,0,0,30,1,False,False,True,False,False,False,False,False,False,False,True
30,12,1,3650,1,1,0,0,52,1,False,False,True,False,False,False,False,False,False,False,True
62,10,2,4065,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
26,15,0,5979,3,1,0,0,20,1,False,False,False,False,True,False,False,False,False,False,True
42,13,2,4065,0,1,0,0,52,1,False,False,False,False,False,False,False,False,False,False,True
33,9,2,4094,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
54,16,2,5979,0,1,0,0,50,1,False,False,False,True,False,False,False,False,False,False,True
35,13,1,5979,4,0,0,0,32,1,False,False,True,False,False,False,False,False,False,False,True
33,9,1,3650,1,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
45,9,1,3650,1,0,0,0,55,1,False,False,True,False,False,False,False,False,False,False,True
62,13,2,3768,5,0,0,0,30,1,False,False,True,False,False,False,False,False,False,False,True
24,9,0,4065,3,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
50,10,1,3768,1,0,0,0,40,1,True,False,False,False,False,False,False,False,True,False,False
54,13,2,5979,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
58,4,1,2000,3,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
39,9,2,4094,0,1,0,0,50,1,False,False,False,True,False,False,False,False,False,False,True
32,9,1,4094,4,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
27,13,2,5979,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
27,9,2,1597,0,1,3908,0,35,1,False,False,True,False,False,False,False,False,False,False,True
20,10,0,3291,3,1,0,0,60,1,False,False,True,False,False,False,False,False,False,False,True
64,4,2,4094,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
55,14,1,3650,1,0,0,0,40,1,False,False,False,True,False,False,False,False,False,False,True
46,9,1,927,1,0,0,0,43,1,False,False,True,False,False,False,False,False,False,False,True
45,10,2,1597,0,1,0,0,55,1,False,False,True,False,False,False,False,False,False,False,True
26,9,0,1597,1,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
36,9,2,4094,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
25,13,0,3650,1,0,0,1876,40,1,False,False,True,False,False,False,False,False,False,False,True
58,6,2,1597,0,1,0,1887,40,1,False,False,True,False,False,False,False,False,False,False,True
39,13,2,4065,0,1,0,0,45,1,False,False,False,True,False,False,False,False,False,False,True
47,9,1,147,1,0,0,0,45,0,False,False,True,False,False,False,False,True,False,False,False
35,14,2,2000,0,1,0,0,48,1,False,False,True,False,False,False,False,False,False,False,True
38,9,2,4065,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
50,7,2,4094,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
36,9,1,3768,4,0,0,0,38,1,False,False,True,False,False,False,False,False,False,False,True
28,3,0,4094,2,1,0,0,40,0,False,False,True,False,False,False,False,False,False,False,True
44,9,2,2000,5,0,0,0,45,1,False,False,False,False,True,False,False,False,False,False,True
40,9,1,649,4,0,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
55,10,2,4094,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
29,9,0,992,1,1,0,0,45,1,False,False,False,False,True,False,False,False,False,False,True
33,9,2,4094,0,1,0,0,45,1,False,False,True,False,False,False,False,False,False,False,True
19,10,0,5979,3,0,0,0,30,0,False,False,True,False,False,False,False,False,False,False,True
32,13,2,4065,0,1,7688,0,40,1,False,False,True,False,False,False,False,False,False,False,True
45,14,2,5979,0,1,0,0,10,1,True,False,False,False,False,False,False,False,True,False,False
23,9,0,1369,3,1,0,0,25,1,False,False,True,False,False,False,False,False,False,False,True
31,11,0,649,3,1,0,0,40,1,False,False,True,False,False,False,False,False,True,False,False
22,10,0,3291,1,0,0,0,40,0,False,False,True,False,False,False,False,True,False,False,False
59,9,1,1369,1,1,0,0,40,1,False,False,True,False,False,False,False,False,True,False,False
32,10,0,4094,1,1,0,0,38,1,False,False,True,False,False,False,False,False,False,False,True
49,10,0,3768,1,0,0,0,40,1,False,False,False,False,False,True,False,False,False,False,True
22,10,0,3768,3,1,0,0,30,1,False,False,True,False,False,False,False,False,False,False,True
26,10,0,3768,1,1,0,0,30,1,False,False,True,False,False,False,False,False,False,False,True
23,10,2,3768,0,1,0,0,40,0,False,False,False,False,False,True,False,True,False,False,False
55,10,2,3650,5,0,0,0,50,1,False,False,False,False,True,False,False,False,False,False,True
47,9,2,4065,0,1,0,0,49,1,False,False,True,False,False,False,False,False,False,False,True
44,9,2,1597,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
27,10,0,3291,1,1,0,0,24,1,False,False,True,False,False,False,False,False,False,False,True
40,14,2,5979,5,0,15024,0,37,1,False,False,False,False,False,True,False,False,False,False,True
32,13,2,5979,5,0,0,0,8,1,False,False,False,False,True,False,False,False,False,False,True
20,10,0,2000,2,1,0,0,40,0,False,False,True,False,False,False,False,True,False,False,False
84,9,1,4065,1,0,0,0,33,1,True,False,False,False,False,False,False,False,False,False,True
40,10,1,4094,2,1,0,0,50,1,False,False,True,False,False,False,False,False,False,False,True
37,13,0,3650,1,0,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
44,10,1,1597,3,1,0,1380,40,1,False,False,True,False,False,False,False,False,False,False,True
47,10,1,4065,4,0,0,0,40,0,False,False,True,False,False,False,False,False,False,False,True
62,10,2,3650,0,1,0,0,25,1,False,False,False,False,True,False,False,False,False,False,True
19,10,0,5979,3,0,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
47,9,0,1597,1,1,0,0,45,1,False,False,True,False,False,False,False,False,False,False,True
44,9,1,4094,4,1,0,0,40,1,True,False,False,False,False,False,False,False,True,False,False
26,13,2,3768,0,1,0,0,41,1,True,False,False,False,False,False,False,False,False,False,True
36,10,2,4094,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
52,7,2,3291,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
33,10,1,3768,4,0,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
48,9,2,5979,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
33,9,2,1597,0,1,0,0,40,1,False,False,True,False,False,False,False,False,True,False,False
25,13,2,4065,0,1,0,0,20,1,False,False,True,False,False,False,False,False,False,False,True
62,13,2,2000,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
38,10,2,4094,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
46,9,2,992,1,1,0,0,65,1,False,False,True,False,False,False,False,False,False,False,True
18,10,0,5979,3,0,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
46,13,2,4065,0,1,0,0,44,1,False,False,True,False,False,False,False,False,False,False,True
38,9,1,3291,4,0,0,0,70,1,False,False,True,False,False,False,False,False,False,False,True
52,10,2,3768,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
63,4,2,4065,0,1,0,0,15,1,False,False,False,False,True,False,False,False,False,False,True
49,10,2,2000,0,1,0,0,43,1,False,False,True,False,False,False,False,False,False,False,True
17,7,0,3768,3,0,0,0,12,1,True,False,False,False,False,False,False,False,False,False,True
33,9,0,3291,1,0,0,0,35,1,False,False,True,False,False,False,False,False,False,False,True
70,9,1,3291,2,0,2329,0,20,1,False,False,False,False,True,False,False,False,False,False,True
19,10,0,3291,3,0,0,0,15,1,False,False,True,False,False,False,False,False,False,False,True
27,9,2,5979,5,0,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
61,10,2,3650,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
33,13,2,5979,0,1,0,0,25,1,False,False,True,False,False,False,False,False,False,False,True
46,13,2,3650,0,1,0,1902,42,1,False,False,False,True,False,False,False,False,False,False,True
29,6,1,992,4,0,0,0,40,0,False,False,True,False,False,False,False,False,False,False,True
40,10,1,1597,4,1,6849,0,40,1,True,False,False,False,False,False,False,False,False,False,True
43,9,2,1597,0,1,0,0,38,1,False,False,False,False,False,True,False,False,False,False,True
24,9,0,3650,1,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
29,10,2,4094,0,1,0,0,60,1,False,False,True,False,False,False,False,False,False,False,True
61,9,2,3291,5,0,0,0,17,1,False,False,False,False,True,False,False,False,True,False,False
48,7,1,3291,1,0,0,0,34,1,False,False,True,False,False,False,False,False,False,False,True
19,10,0,1369,3,1,0,0,20,1,False,False,True,False,False,False,False,False,False,False,True
30,10,0,2000,1,0,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
24,10,0,3291,1,1,0,0,30,1,False,False,True,False,False,False,False,False,False,False,True
39,14,0,5979,4,0,0,0,43,1,True,False,False,False,False,False,False,False,False,False,True
46,10,1,4065,4,0,2036,0,60,1,False,False,False,True,False,False,False,False,False,False,True
40,9,2,3650,0,1,0,0,72,1,False,False,True,False,False,False,False,False,False,False,True
27,13,0,5979,3,0,0,0,40,1,True,False,False,False,False,False,False,False,False,False,True
25,14,0,5979,3,0,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
31,7,0,4094,1,1,0,2001,40,1,False,False,True,False,False,False,False,False,False,False,True
58,13,1,1597,1,1,0,0,45,1,False,False,True,False,False,False,False,False,False,False,True
33,9,2,4065,5,0,0,0,42,0,False,False,True,False,False,False,False,False,False,False,True
40,9,1,3291,4,0,0,0,25,1,False,False,True,False,False,False,False,False,False,False,True
40,14,2,3650,0,1,0,0,70,1,False,False,False,True,False,False,False,False,False,False,True
31,9,2,4094,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
33,9,1,3291,4,0,0,0,48,0,False,False,True,False,False,False,False,True,False,False,False
49,12,2,3650,0,1,0,0,45,1,False,False,True,False,False,False,False,False,False,False,True
24,11,0,927,3,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
46,9,0,4094,4,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
58,14,2,5979,0,1,0,0,40,1,True,False,False,False,False,False,False,False,False,False,True
20,10,0,3650,3,0,0,0,20,1,False,False,True,False,False,False,False,False,False,False,True
65,9,1,5979,4,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
43,10,2,3768,5,0,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
48,14,2,3650,0,1,0,0,50,0,False,False,False,False,True,False,False,True,False,False,False
41,10,2,1597,0,1,0,0,54,1,False,False,True,False,False,False,False,False,False,False,True
27,10,1,3291,1,0,0,0,30,1,False,False,False,False,False,True,False,False,False,False,True
52,10,2,5979,0,1,0,0,12,1,False,False,True,False,False,False,False,False,False,False,True
26,9,0,3291,2,1,0,0,60,1,False,False,True,False,False,False,False,True,False,False,False
52,9,2,4094,0,1,0,0,40,1,True,False,False,False,False,False,False,False,False,False,True
52,10,1,4065,1,0,0,0,38,1,True,False,False,False,False,False,False,False,False,False,True
19,9,0,3291,3,1,0,0,30,1,False,False,True,False,False,False,False,False,True,False,False
39,10,1,5979,3,0,0,0,45,1,True,False,False,False,False,False,False,False,False,False,True
47,10,1,3291,4,0,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
27,9,1,4094,2,1,0,0,40,1,False,False,True,False,False,False,False,False,False,True,False
48,10,1,4094,1,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
50,9,1,3291,4,0,0,0,35,1,False,False,True,False,False,False,False,False,False,False,True
60,10,2,1597,0,1,0,0,60,1,False,False,True,False,False,False,False,False,False,False,True
28,12,2,927,0,1,0,0,45,1,False,False,True,False,False,False,False,False,False,False,True
47,9,1,3291,4,0,0,0,40,1,False,False,False,False,False,False,False,False,True,False,False
69,13,2,5979,0,1,0,0,20,1,False,False,True,False,False,False,False,False,False,False,True
40,9,2,4094,0,1,0,0,66,0,False,False,False,False,True,False,False,True,False,False,False
37,9,0,1369,4,0,3887,0,40,0,False,False,True,False,False,False,False,False,False,False,True
41,14,0,5979,1,1,0,0,40,1,False,False,False,False,False,True,False,False,False,False,True
38,9,2,3768,0,1,0,0,48,0,False,False,True,False,False,False,False,True,False,False,False
46,11,1,927,1,0,0,0,30,1,False,False,False,False,False,False,False,False,False,True,False
21,10,0,3768,3,1,0,0,30,1,False,False,False,False,True,False,False,False,False,False,True
44,14,1,3650,4,0,0,0,48,1,False,False,True,False,False,False,False,False,False,False,True
38,6,1,5979,3,1,0,0,35,1,False,False,True,False,False,False,False,False,False,False,True
47,10,2,3768,5,0,0,0,35,1,False,False,False,False,True,False,False,False,False,False,True
42,16,2,3291,1,1,27828,0,60,1,False,False,True,False,False,False,False,False,False,False,True
42,10,1,4094,1,1,0,0,40,1,True,False,False,False,False,False,False,False,False,False,True
56,13,0,4065,1,0,0,0,45,1,False,False,True,False,False,False,False,False,False,False,True
32,13,0,5979,3,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
24,13,2,3291,0,1,0,0,33,1,False,False,True,False,False,False,False,False,False,False,True
26,10,2,3650,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
36,13,0,3650,1,0,2174,0,50,1,False,False,False,False,True,False,False,False,True,False,False
49,7,0,3291,1,1,0,0,60,1,False,False,True,False,False,False,False,False,False,False,True
65,9,2,4065,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
73,4,1,3291,1,0,0,0,40,1,False,False,False,False,False,True,False,True,False,False,False
34,7,2,1369,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
22,13,0,3768,3,0,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
49,10,0,3291,4,0,0,0,30,1,True,False,False,False,False,False,False,False,False,False,True
25,7,0,3291,4,0,0,0,32,1,False,False,True,False,False,False,False,False,True,False,False
39,5,2,1597,0,1,0,0,25,1,False,False,True,False,False,False,False,False,False,False,True
19,7,0,4094,1,1,0,0,56,1,False,False,True,False,False,False,False,False,False,False,True
24,6,2,2000,5,0,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
34,9,1,3768,4,0,0,0,35,1,False,False,True,False,False,False,False,False,False,False,True
35,9,1,5979,3,0,0,0,38,1,False,False,True,False,False,False,False,False,False,False,True
21,9,0,2000,2,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
43,14,1,3291,4,0,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
35,13,0,927,1,1,0,0,28,1,False,False,False,False,False,False,False,True,False,False,False
39,10,1,3768,4,0,0,0,40,1,False,False,True,False,False,False,False,False,True,False,False
48,13,2,5979,0,1,0,0,80,1,False,False,True,False,False,False,False,False,False,False,True
33,12,0,3291,1,1,0,0,32,1,False,False,False,False,True,False,False,False,True,False,False
19,10,0,3291,3,0,0,0,26,1,False,False,True,False,False,False,False,False,False,False,True
17,6,0,3650,4,0,0,0,12,1,False,False,True,False,False,False,False,False,False,False,True
43,10,2,992,0,1,0,0,50,1,False,False,False,False,True,False,False,False,False,False,True
62,9,1,3768,1,0,0,0,42,1,False,False,True,False,False,False,False,False,False,False,True
53,14,1,5979,1,0,0,0,40,1,True,False,False,False,False,False,False,False,True,False,False
45,14,2,5979,0,1,0,0,60,1,False,False,False,False,False,True,False,False,False,False,True
47,9,1,3768,1,0,0,0,40,1,False,False,True,False,False,False,False,False,True,False,False
30,10,0,3291,3,0,0,0,40,1,False,False,True,False,False,False,False,False,True,False,False
53,9,1,3650,1,0,0,0,33,1,False,False,True,False,False,False,False,False,False,False,True
24,9,1,2000,3,0,0,0,40,1,False,False,True,False,False,False,False,False,True,False,False
41,10,2,1369,0,1,0,0,40,1,True,False,False,False,False,False,False,False,False,False,True
58,3,1,3291,2,0,0,0,40,0,True,False,False,False,False,False,False,False,True,False,False
27,9,1,3768,1,1,4865,0,50,1,False,False,False,False,False,False,False,False,False,False,True
63,9,1,3768,1,0,0,0,38,1,False,False,False,False,False,True,False,False,False,False,True
50,10,1,3291,3,1,0,0,28,1,False,False,True,False,False,False,False,False,False,False,True
43,14,0,927,1,0,8614,0,47,1,True,False,False,False,False,False,False,False,True,False,False
29,10,0,4065,1,1,0,0,60,1,False,False,False,True,False,False,False,False,False,False,True
41,10,2,3650,0,1,3942,0,40,1,False,False,True,False,False,False,False,False,False,False,True
55,9,2,3291,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
36,9,0,1597,1,1,0,0,45,1,False,False,True,False,False,False,False,False,False,False,True
23,9,0,3768,3,1,0,0,40,1,True,False,False,False,False,False,False,False,False,False,True
22,13,0,4094,1,1,13550,0,55,1,False,False,True,False,False,False,False,False,False,False,True
58,10,1,4094,1,1,0,0,45,1,False,False,False,False,True,False,False,False,False,False,True
25,7,0,3768,3,0,0,0,40,1,False,False,True,False,False,False,False,False,True,False,False
40,9,2,3650,5,0,0,0,30,1,False,False,True,False,False,False,False,False,False,False,True
38,11,0,5979,1,0,0,0,39,1,False,False,True,False,False,False,False,False,False,False,True
37,13,2,5979,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
19,10,0,3291,3,0,0,0,35,1,False,False,True,False,False,False,False,False,False,False,True
55,6,0,3291,1,1,0,0,29,1,False,False,True,False,False,False,False,False,False,False,True
55,13,2,3650,0,1,15024,0,50,1,False,False,True,False,False,False,False,False,False,False,True
28,13,0,3768,1,1,0,0,45,1,False,False,True,False,False,False,False,False,False,False,True
53,9,2,4094,0,1,0,0,40,0,False,False,True,False,False,False,False,False,False,False,True
32,9,2,5979,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
60,10,1,5979,4,1,3325,0,42,1,False,False,True,False,False,False,False,False,False,False,True
32,10,1,3768,4,0,0,0,38,1,False,False,True,False,False,False,False,False,False,False,True
34,9,2,3650,0,1,0,0,50,1,False,False,True,False,False,False,False,False,False,False,True
49,10,1,5979,1,1,0,0,45,1,False,False,True,False,False,False,False,False,False,False,True
21,10,0,3291,2,0,0,0,30,1,False,False,True,False,False,False,False,False,False,False,True
24,13,0,3768,1,0,0,0,20,1,False,False,False,False,False,True,False,False,True,False,False
53,11,1,3768,1,0,2202,0,40,1,False,False,True,False,False,False,False,False,True,False,False
29,11,2,3291,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
34,13,2,5979,1,0,0,0,40,1,True,False,False,False,False,False,False,False,False,False,True
52,15,2,5979,4,0,0,0,40,0,False,False,True,False,False,False,False,True,False,False,False
41,3,2,992,5,0,0,0,40,0,False,False,True,False,False,False,False,False,False,False,True
21,9,0,3291,1,0,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
43,14,2,4065,0,1,0,0,35,1,False,False,True,False,False,False,False,False,False,False,True
31,9,0,649,3,1,0,0,40,1,True,False,False,False,False,False,False,False,False,False,True
38,9,2,1369,0,1,0,2042,40,1,False,False,True,False,False,False,False,False,False,False,True
42,13,2,4065,0,1,0,2415,60,1,False,False,True,False,False,False,False,False,False,False,True
62,13,0,992,1,1,0,0,30,1,False,False,True,False,False,False,False,False,False,False,True
51,4,1,2000,1,0,0,0,40,1,False,False,True,False,False,False,False,False,False,False,False
30,9,0,3650,4,0,0,0,25,1,False,False,True,False,False,False,False,False,True,False,False
24,13,2,2000,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
36,9,1,4094,1,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
57,6,2,4094,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
46,13,2,4065,0,1,0,0,55,1,False,False,True,False,False,False,False,False,False,False,True
33,16,2,5979,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
42,10,0,3650,1,1,0,0,45,1,False,False,True,False,False,False,False,False,False,False,True
62,9,2,4094,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
64,10,2,3650,0,1,0,0,20,1,False,False,False,False,True,False,False,False,False,False,True
18,10,0,3650,3,0,0,0,25,1,False,False,True,False,False,False,False,False,False,False,True
43,3,2,992,4,1,0,0,35,0,False,False,True,False,False,False,False,False,False,False,True
62,4,1,3291,1,0,0,0,66,1,False,False,False,False,True,False,False,False,False,False,True
29,12,2,5979,0,1,0,0,50,1,False,False,True,False,False,False,False,False,False,False,True
43,13,2,1369,0,1,0,0,40,0,False,False,True,False,False,False,False,False,True,False,False
39,9,2,4065,0,1,7298,0,40,1,False,False,True,False,False,False,False,False,False,False,True
69,13,2,5979,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
34,13,2,4065,5,0,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
44,12,2,4065,0,1,4386,0,45,1,False,False,True,False,False,False,False,False,False,False,True
25,13,0,3768,1,1,0,0,30,1,False,False,True,False,False,False,False,False,False,False,True
47,10,1,1597,4,1,0,0,40,1,True,False,False,False,False,False,False,False,False,False,True
17,6,0,3291,3,1,0,0,8,1,False,False,True,False,False,False,False,False,False,False,True
41,13,1,5979,4,1,0,0,65,1,True,False,False,False,False,False,False,False,False,False,True
19,10,0,3650,3,1,0,0,20,1,False,False,True,False,False,False,False,False,False,False,True
57,2,2,3291,0,1,0,0,40,0,False,False,True,False,False,False,False,False,False,True,False
25,9,0,3768,4,1,0,0,35,1,False,False,True,False,False,False,False,False,True,False,False
37,10,2,3768,0,1,0,0,40,0,True,False,False,False,False,False,False,False,False,False,True
29,11,2,2000,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
32,10,0,3650,3,1,0,0,35,1,False,False,True,False,False,False,False,False,False,False,True
35,15,2,5979,0,1,0,0,45,1,False,False,True,False,False,False,False,False,False,False,True
52,8,0,2000,1,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
41,9,0,2000,3,0,1831,0,40,0,False,False,True,False,False,False,False,False,False,False,True
29,9,2,2000,1,0,0,0,38,0,False,False,True,False,False,False,False,False,False,False,True
23,14,0,5979,3,0,0,0,36,1,False,False,True,False,False,False,False,False,False,False,True
31,7,2,4094,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
40,9,2,1597,0,1,0,0,50,1,False,False,True,False,False,False,False,False,False,False,True
19,9,0,3768,3,0,0,0,20,1,False,False,True,False,False,False,False,False,False,False,True
21,10,0,1597,3,1,0,0,10,1,False,False,True,False,False,False,False,False,False,False,True
37,13,0,3768,1,0,8614,0,40,1,False,False,False,False,False,True,False,False,False,False,True
49,15,2,5979,0,1,99999,0,35,1,False,False,False,False,True,False,False,False,False,False,True
64,9,2,3768,5,0,0,0,35,1,True,False,False,False,False,False,False,False,False,False,True
37,11,0,3768,1,0,0,0,43,1,True,False,False,False,False,False,False,False,False,False,True
70,13,2,4094,0,1,0,2377,12,1,False,False,False,False,True,False,False,False,False,False,True
22,6,0,1597,3,1,0,0,30,1,False,False,True,False,False,False,False,True,False,False,False
29,9,2,3650,0,1,0,0,40,0,False,False,False,True,False,False,False,True,False,False,False
37,9,2,4094,0,1,0,0,40,1,False,False,True,False,False,False,False,False,False,False,True
